row_No_M,key,TableNo,ExptNo,tmA_No_TableNo,tmB_P_Pa,tmN_G_kg_m2s,tmQ_DH_m,tmR_L_DNB_m,tmBR_L_m,tmT_Tin_K,tmBE_qM_W_m2,tmBH_x_Mes,seed_tmS_q_in_W_m2,seed_tmX_f,seed_tmAC_Tw,seed_tmAG_y_star,seed_tmAP_UB,const_tmV_fbeta,const_tmBG_Fform,const_tmBI_Acorr,const_tmBJ_sigcorr,const_tmBK_Fcorr,const_tmBQ_F2,QA_Pressure_MPa,QA_Hsub_kJ_kg,QA_Tsat_K_IF97,QA_hf_sat_kJ_kg,QA_h_in_kJ_kg,QA_Tsub_K,QA_IF97_region,QA_Tin_lt_Tsat,prov_D_mm,prov_L_mm,prov_qCHF_MW_m2
271,T12_28.01,12,28.01,28.01_12,17236893.23292,3607.5718,0.0019049999999999998,0.6959599999999999,0.6959599999999999,299.94686253576197,3722416.1999999997,-0.076,3722416.1999999997,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,1571.6782,626.5772358379561,1699.7986465973565,128.12044659735648,326.63037330219413,1,True,1.9049999999999998,695.9599999999999,3.7224161999999996
272,T12_29.01,12,29.01,29.01_12,17236893.23292,3648.2587,0.0019049999999999998,0.6959599999999999,0.6959599999999999,296.62837940072694,3753962.0999999996,-0.097,3753962.0999999996,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,1585.4016000000001,626.5772358379561,1699.7986465973565,114.3970465973564,329.94885643722915,1,True,1.9049999999999998,695.9599999999999,3.7539620999999994
273,T12_3.01,12,3.01,3.01_12,17236893.23292,2007.2204,0.0019049999999999998,0.15239999999999998,0.15239999999999998,523.7801902842746,3533140.8,-0.056,3533140.8,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,610.575,626.5772358379561,1699.7986465973565,1089.2236465973565,102.79704555368153,1,True,1.9049999999999998,152.39999999999998,3.5331408
274,T12_30.01,12,30.01,30.01_12,17236893.23292,3661.8210000000004,0.0019049999999999998,0.6959599999999999,0.6959599999999999,298.8782400109069,3659324.3999999994,-0.138,3659324.3999999994,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,1576.0976,626.5772358379561,1699.7986465973565,123.70104659735648,327.6989958270492,1,True,1.9049999999999998,695.9599999999999,3.6593243999999996
275,T12_4.01,12,4.01,4.01_12,17236893.23292,2007.2204,0.0019049999999999998,0.15239999999999998,0.15239999999999998,524.9137122005801,3501594.9000000004,-0.056,3501594.9000000004,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,605.2252,626.5772358379561,1699.7986465973565,1094.5734465973565,101.66352363737599,1,True,1.9049999999999998,152.39999999999998,3.5015949
276,T12_5.01,12,5.01,5.01_12,17236893.23292,2183.5303000000004,0.0019049999999999998,0.15239999999999998,0.15239999999999998,477.00509626748374,4763430.899999999,-0.15,4763430.899999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,823.6366,626.5772358379561,1699.7986465973565,876.1620465973565,149.57213957047236,1,True,1.9049999999999998,152.39999999999998,4.7634308999999995
277,T12_6.01,12,6.01,6.01_12,17236893.23292,2183.5303000000004,0.0019049999999999998,0.15239999999999998,0.15239999999999998,478.78975200551787,4763430.899999999,-0.14,4763430.899999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,815.7282,626.5772358379561,1699.7986465973565,884.0704465973565,147.78748383243823,1,True,1.9049999999999998,152.39999999999998,4.7634308999999995
278,T12_7.01,12,7.01,7.01_12,17236893.23292,2183.5303000000004,0.0019049999999999998,0.15239999999999998,0.15239999999999998,504.2772490060945,4321788.3,-0.081,4321788.3,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,701.0563999999999,626.5772358379561,1699.7986465973565,998.7422465973566,122.29998683186159,1,True,1.9049999999999998,152.39999999999998,4.3217883
279,T12_8.01,12,8.01,8.01_12,17236893.23292,2197.0926,0.0019049999999999998,0.15239999999999998,0.15239999999999998,523.2372459000802,3817053.8999999994,-0.068,3817053.8999999994,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,613.1336000000001,626.5772358379561,1699.7986465973565,1086.6650465973564,103.33998993787588,1,True,1.9049999999999998,152.39999999999998,3.8170538999999994
280,T12_9.01,12,9.01,9.01_12,17236893.23292,2210.6549,0.0019049999999999998,0.15239999999999998,0.15239999999999998,508.1846213637059,4353334.199999999,-0.063,4353334.199999999,0.01,600.0,1e-05,1.0,0.03,1,0.046,5625,1,1,17.23689323292,683.1462,626.5772358379561,1699.7986465973565,1016.6524465973565,118.3926144742502,1,True,1.9049999999999998,152.39999999999998,4.353334199999999
